cycle,variant,path,entry,teardown,tcp_secs,outcome,detail,rovers,rovload,load1
1,frcmd,new,shutdown-cmd,cmd,20,FIRE,"rc=0 asan=373[AddressSanitizer: new-delete-type-mismatch]",0,0,2.58
