cycle,variant,path,entry,teardown,tcp_secs,outcome,detail,rovers,rovload,load1
1,pcaxis,new,shutdown-cmd,cmd,11,CLEAN,"rc=0",0,0,12.38
2,pcaxissig,new,SIGINT,sig,11,CLEAN,"rc=0",0,0,8.87
3,pcaxis,new,shutdown-cmd,cmd,11,CLEAN,"rc=0",0,0,6.77
4,pcaxissig,new,SIGINT,sig,11,CLEAN,"rc=0",0,0,5.17
