# f104_solver  slice=547b79d3  steps_per_call=2
pos_slice=0645185a
name	arm	call	iterate	residual	pos_x	pos_y	pos_z
Arrokoth	ctor	0	-141.14605835611775	1.0969317315812077e-05	-	-	-
Arrokoth	ctor	1	3.4499254127678545	0.00010551899598576497	40.960625240798706	20.122472650267632	-1.4289255026399146
Arrokoth	ctor	2	3.4500158126868556	1.1399614185947371e-07	40.958825783214749	20.126024800432759	-1.4290399192788408
Arrokoth	ctor	3	3.4500159265254702	1.4355094890561304e-10	40.958823516995018	20.126029273474401	-1.4290400633539972
Arrokoth	ctor	4	3.4500159266688142	1.8118839761882555e-13	40.958823514141422	20.126029279106792	-1.4290400635354148
Arrokoth	ctor	5	3.4500159266689945	8.8817841970012523e-16	40.958823514137841	20.12602927911388	-1.4290400635356431
Ceres	ctor	0	-9180.5020920523966	0.00018076577907777391	-	-	-
Ceres	ctor	1	23.717726026213874	0.00030259358408812886	1.0429139774813863	2.5225982954673962	-0.11345141057506355
Ceres	ctor	2	23.717345764676374	5.6670451442641934e-08	1.0438954664655573	2.5222724075082747	-0.11364244165085226
Ceres	ctor	3	23.717345710591378	8.0468964824831346e-12	1.0438956060549887	2.5222723611299318	-0.11364246882062659
Ceres	ctor	4	23.717345710583327	3.5527136788005009e-15	1.0438956060757665	2.5222723611230284	-0.11364246882467077
Ceres	ctor	5	23.717345710583327	3.5527136788005009e-15	1.0438956060757665	2.5222723611230284	-0.11364246882467077
Charon	ctor	0	-2362262.6575987684	7.6368451118469238e-08	-	-	-
Charon	ctor	1	5328.3424295724753	0.00013318946093932027	8.5903987047545823e-05	6.5809869310073395e-05	-4.4508837965945115e-05
Charon	ctor	2	5328.3365753948647	9.7756947070593014e-07	8.5914488608331737e-05	6.6184335000932744e-05	-4.3924746147049415e-05
Charon	ctor	3	5328.3365744156426	1.6279955161735415e-10	8.5914490115394075e-05	6.618439744507303e-05	-4.3924648319249971e-05
Charon	ctor	4	5328.3365744154789	9.0949470177292824e-13	8.5914490115646016e-05	6.6184397455512609e-05	-4.3924648302894843e-05
Charon	ctor	5	5328.3365744154789	9.0949470177292824e-13	8.5914490115646016e-05	6.6184397455512609e-05	-4.3924648302894843e-05
Eris	ctor	0	-72.145225597456658	4.53894699603552e-11	-	-	-
Eris	ctor	1	17.852812271112384	14.342051153875142	-5.7819868488673904	38.809978457318614	33.7100289208067
Eris	ctor	2	4.0210123668092104	0.5102578782405125	67.268149783101023	54.605438793432185	4.5911884548426407
Eris	ctor	3	3.5107060970125632	4.4019811818785115e-05	85.168044125994427	39.623244781088417	-17.323523101178299
Eris	ctor	4	3.5107490421662217	4.4408920985006262e-16	85.167120904770897	39.624926436634112	-17.321680258933334
Eris	ctor	5	3.51074904222168	0	85.167120903578592	39.624926438805716	-17.321680256553517
Haumea	ctor	0	-	-	33.34213658818183	-11.717108551683157	0
Haumea	ctor	1	-2.5511029842326192	0.0046251397444201136	-44.215999101168634	-23.655389500348587	-0
Haumea	ctor	2	-2.5464929106217924	4.4163991625176791e-14	-44.104521454398402	-23.817838985670186	-0
Haumea	ctor	3	-2.5464929030317944	2.4492935982947064e-16	-44.104521270234542	-23.817839252710289	-0
Haumea	ctor	4	-2.5464929030317944	2.4492935982947064e-16	-44.104521270234542	-23.817839252710289	-0
Haumea	ctor	5	-2.5464929030317944	2.4492935982947064e-16	-44.104521270234542	-23.817839252710289	-0
Hydra_	ctor	0	400743.80121819302	2.3865140974521637e-08	-	-	-
Hydra_	ctor	1	-898.53276737390343	1.5075396959218779e-05	0.00041965426573776729	9.8084928608038491e-05	8.9707398565435066e-07
Hydra_	ctor	2	-898.53182027284811	1.7397042029188015e-08	0.00041956072040132684	9.8484031062220505e-05	8.9581947421483369e-07
Hydra_	ctor	3	-898.53182025506976	4.5474735088646412e-13	0.00041956071864180874	9.8484038553072763e-05	8.9581945065840782e-07
Hydra_	ctor	4	-898.53182025506942	1.1368683772161603e-13	0.00041956071864177491	9.8484038553216461e-05	8.9581945065795571e-07
Hydra_	ctor	5	-898.53182025506942	1.1368683772161603e-13	0.00041956071864177491	9.8484038553216461e-05	8.9581945065795571e-07
Juno	ctor	0	-	-	-2.4637114245828431	1.9257191382485486	0
Juno	ctor	1	2.9694426777399565	1.2460991952956135e-05	-3.3167718862081901	0.4421024560281045	0
Juno	ctor	2	2.9693761571806503	0	-3.3167414508406776	0.44227159715941561	0
Juno	ctor	3	2.9693761564141625	4.4408920985006262e-16	-3.3167414504899164	0.44227159910834468	0
Juno	ctor	4	2.9693761564141625	4.4408920985006262e-16	-3.3167414504899164	0.44227159910834468	0
Juno	ctor	5	2.9693761564141625	4.4408920985006262e-16	-3.3167414504899164	0.44227159910834468	0
Makemake	ctor	0	-	-	10.482198821685332	-41.81538253620959	0
Makemake	ctor	1	-2.3438923583059821	0.00047854088814223078	-38.778287521005019	-32.346862303488912	-0
Makemake	ctor	2	-2.3434285707214153	2.4492935982947064e-16	-38.763110339395347	-32.361496249792971	-0
Makemake	ctor	3	-2.3434285699425281	6.4324905987065464e-16	-38.763110313900938	-32.361496274363461	-0
Makemake	ctor	4	-2.3434285699425281	6.4324905987065464e-16	-38.763110313900938	-32.361496274363461	-0
Makemake	ctor	5	-2.3434285699425281	6.4324905987065464e-16	-38.763110313900938	-32.361496274363461	-0
Nix	ctor	0	603654.89988461195	1.0094372555613518e-06	-	-	-
Nix	ctor	1	-1348.4029352848509	0.00030225269506445329	0.00017604697493093396	0.00027885293841910523	-1.9824551178104706e-07
Nix	ctor	2	-1348.4018125149694	1.8551259017840493e-07	0.00017573973285945016	0.0002790509715661095	-1.9947202155432954e-07
Nix	ctor	3	-1348.4018123291487	3.0695446184836328e-11	0.00017573968199187311	0.0002790510043124375	-1.9947222452478677e-07
Nix	ctor	4	-1348.401812329118	0	0.00017573968198347035	0.00027905100431784686	-1.9947222455831535e-07
Nix	ctor	5	-1348.401812329118	0	0.00017573968198347035	0.00027905100431784686	-1.9947222455831535e-07
Pallas	ctor	0	-	-	-3.0930010151162888	1.2561337736955431	0
Pallas	ctor	1	2.2362912242253152	7.7006309631144632e-06	-2.3514666017134576	2.1217309708191623	0
Pallas	ctor	2	2.2362358163792746	4.4408920985006262e-16	-2.3513457765285941	2.1218232464046816	0
Pallas	ctor	3	2.236235816360169	4.4408920985006262e-16	-2.3513457764869305	2.1218232464364983	0
Pallas	ctor	4	2.236235816360169	4.4408920985006262e-16	-2.3513457764869305	2.1218232464364983	0
Pallas	ctor	5	2.236235816360169	4.4408920985006262e-16	-2.3513457764869305	2.1218232464364983	0
Sedna	ctor	0	-	-	-763.04208834923645	228.76101204885197	0
Sedna	ctor	1	-0.44860609015876146	0.27512618619236906	22.730271193218243	-119.60906888011772	0
Sedna	ctor	2	-0.17484881101818697	0.0013626243438868749	67.791487952776478	-47.974697504673351	0
Sedna	ctor	3	-0.17348422565756241	3.9055357530822563e-13	67.918792309208214	-47.604063838383958	0
Sedna	ctor	4	-0.17348422019037926	2.419605899270905e-15	67.918792817272589	-47.604062353269775	0
Sedna	ctor	5	-0.1734842201903615	2.419605899270905e-15	67.918792817274195	-47.604062353264943	0
Vesta	ctor	0	-	-	2.0182387495757901	0.77615958067732671	0
Vesta	ctor	1	2.3445535434767617	0.00057880784274555452	-1.8605451679175034	1.6821364191423394	0
Vesta	ctor	2	2.343899950986835	4.4408920985006262e-16	-1.8594409861845909	1.6832101880669226	0
Vesta	ctor	3	2.3438999669339595	4.4408920985006262e-16	-1.8594410131343215	1.6832101618766049	0
Vesta	ctor	4	2.3438999669339595	4.4408920985006262e-16	-1.8594410131343215	1.6832101618766049	0
Vesta	ctor	5	2.3438999669339595	4.4408920985006262e-16	-1.8594410131343215	1.6832101618766049	0
